,id,text,label,dataset
19756,20195,rt [USER]: panera with my bottom bitch [USER],0,davidson2017
14684,15035,rt [USER]: i can't be in my twenties stressing over a bitch who playin games. i'm straight lol,0,davidson2017
18255,18661,"rt [USER]: niggas will fuck yah good , eat ya pussy then go home to they bitch like ain't shit happen 😩😒",0,davidson2017
9359,9617,gm....don't be the bird that didn't get the worm today gostampsgo84,0,davidson2017
20720,21169,"she come to visit and the pussy too good, she gotta move to the city within 3 months after yall first fuck or it ain't gon work.",0,davidson2017
24328,24833,one of my cats killed a baby bird and a cardinal,0,davidson2017
6708,6896,[USER] all the helmets in destiny are trash. i wish i could just rock an invisible bubble instead. hunters look like robocop.,0,davidson2017
23363,23849,you know you are in the ghetto when you see streets named martin luther king jr & littlejohn.  hal p,0,davidson2017
10544,10823,i have yet to understand why so many bytches getting the bull piercing? it's called a septic or something like that ...,0,davidson2017
3510,3604,[USER] quickscoping trash. take of the tony hawk setup and play normally. that's not what snipers are for!,0,davidson2017
10152,10425,"i come wit the rocks on yu can get popped on, light yellow chevy same color as popcorn!",0,davidson2017
3789,3897,[USER] im talking about the pucture of the pussy cat you nit twit,0,davidson2017
3589,3685,"[USER] kiss these nuts, bitch!",0,davidson2017
6356,6538,"[USER] bitch please, i'll go to windsor either way.. when i come up i can bring some also 🇮🇹",0,davidson2017
8612,8849,damn i hate a bitch who like to argue and shit,0,davidson2017
20039,20482,rt [USER]: a hoe gone be a hoe 😴,0,davidson2017
24632,25143,ugh… the bitch name was leather…,0,davidson2017
3702,3809,[USER] shut up pussy,0,davidson2017
17085,17475,rt [USER]: [URL] breaking dawn/ i often think about what used to be and was with rose-colored glasses and a gentle …,0,davidson2017
720,731,honesty hour in middle school hoes used to call me a mandingo warrior,0,davidson2017
768,781,ruin a dessert [USER] fairy queen. nomg> i fucked obama panties again...............,0,davidson2017
17919,18321,rt [USER]: 😂 rt [USER]: interesting rt [USER]: rt if ur child father aint shit...then look in the mirror at the dumb bitch …,0,davidson2017
8513,8749,"commentators bitch at bird for ""sliding"" but 2 port guys do it to buddy and it's buddy's fault!?",0,davidson2017
12474,12786,little things can just kill a negros mood man,0,davidson2017
15857,16226,rt [USER]: porn star is fancy talk for professional hoe.,0,davidson2017
13529,13863,officials: jihadi cockroaches now booking tickets on cruise ships to syria [URL] [URL],0,davidson2017
7589,7803,all i kno is make them hoes cone joints,0,davidson2017
21157,21614,stfu kenya! u make me sick. lonely desperate bitch.,0,davidson2017
22263,22734,trey songz can sing but cant actually right a good song. trey songz is only relevant because of thirsty black bitches,0,davidson2017
12605,12918,lol it's 4:36 and bitches are out here staggering drunk,0,davidson2017
22354,22827,u wanted to go in the military but yo bitch ass couldn't handle nobody shooting at u so shut yo mf mouth and salute those who did,0,davidson2017
21355,21817,that bad bitches get left because of wack pussy kinda overrated cause the sex can get better if everything about her is cool,0,davidson2017
20700,21149,shara fuck you in ya pussy. you know what i meant mf.,0,davidson2017
972,994,😂😂 “[USER] “[USER] “[USER]: y'all have boring sex.” nope.. i lick the side of my bitch face when i'm hittin it from the back””,0,davidson2017
5930,6099,[USER] clever monkey!,0,davidson2017
1482,1512,“[USER]: [USER] boney as shit right 😂”i seen em walking down the street ctfu i was in the crib tho! he a lucky nig.,0,davidson2017
5157,5309,"[USER] your bitch called, she was missing this dick",0,davidson2017
14191,14532,rt [USER]: bye bitch. im blocking u rt [USER]: [USER] i drew you 💞 [URL],0,davidson2017
15512,15876,"rt [USER]: rt “[USER]: lawd jesus, this can't be real😂 [URL] to ghetto to be real lol",0,davidson2017
21226,21686,sunday's are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league.,0,davidson2017
2801,2869,[USER] oh no! sorry hun. that sucks. hope you heal fast. 😕 dancer problems,0,davidson2017
2704,2768,[USER] joe cortez is the ultimate faggot that fight proved it,1,davidson2017
3095,3173,[USER] [USER] that bitch hit the chick when she won't looking.. that shit weak af,0,davidson2017
23786,24281,dumb ugly stupid bullshit ass bitch 👊👊👊,1,davidson2017
16007,16376,rt [USER]: [USER] lol thats grwn man shit...nd bitches b loven it 😂😏,0,davidson2017
13391,13721,no nigga a leave a chick with some good pussy unless he just paper chasin,0,davidson2017
17844,18246,"rt [USER]: [USER] working on diz music, be in studio soon nicca",0,davidson2017
2638,2700,[USER] [USER] seriously.. after that first conversation on your status he fb messaged me calling me a fag lololol,0,davidson2017
14857,15213,"rt [USER]: bruh every time a famous celebrity tweet something, the 1st person to comment is some hoe talkin bout ""slap ya dick on me d…",0,davidson2017
18910,19329,"rt [USER]: i do know one thing tho, bitches they come & go.",0,davidson2017
22476,22951,wanted to eat her pussy from the back but she's sleep...smh,0,davidson2017
23210,23694,you need an iphone to use their stupid watch? apple is just grabbing people ankles and shaking the money out of rubes pockets.,0,davidson2017
12502,12814,lmao they got the titanfall jump in this bitch,0,davidson2017
20787,21237,"shit is fucking retarded, no one wants to see this shit",0,davidson2017
9799,10065,hey [USER] dis angry white man [USER] called me a nigger when i didn't answer da door on time. he ain't fit to be delivering pizzas,0,davidson2017
16619,17002,rt [USER]: [USER] [USER] thank you rangers for taking out the diving pussy i love it !! bruins fan,0,davidson2017
24230,24734,my eye don got lazy reading and looking at u bitches flawged and lie all day😴😴 [URL],0,davidson2017
20383,20829,rt [USER]: a mexican bitch better win the crown! nuestra belleza latina,0,davidson2017
21973,22440,"this bitch is really gonna sit here and tell me i need a parent w me at the doctors even if i'm 18 👋👋👋 uh, no",0,davidson2017
22035,22502,this fat bitch turnt for some ice cream not gon lie i would be too [URL],0,davidson2017
12929,13248,music .....you make me sick bitch,0,davidson2017
14406,14749,"rt [USER]: ""i want a black guy thats 6'9, wears jordans and has tattoos""... bitch thats a created player on 2k",0,davidson2017
18262,18668,rt [USER]: hate to break the news but u spam bro rt [USER]: a dyke a tuck her titties in the winter and start calling herself mr.…,0,davidson2017
5283,5438,[USER] if it continues.. i turn pussy lol,0,davidson2017
18617,19028,"rt [USER]: bitch, bye 😂 rt [USER]: dawg look at this shit [URL]",0,davidson2017
22118,22586,this niggah aaron had me weak last night!,0,davidson2017
15022,15378,rt [USER]: bitches would cheat on a nigga that give her everything she ask for and be loyal to shawty smh bitches ain't shit,0,davidson2017
16969,17358,rt [USER]: all you hoes is still gon' be hoes tomorrow.,0,davidson2017
7732,7950,and girl i've been thinkin of ways thinkin of new ways to beat that pussy down .,0,davidson2017
15887,16256,rt [USER]: this height shit aint cute at all. yall some dumb hoes going out in public looking like jack and the bean stalk. 😂 [URL],0,davidson2017
6226,6404,[USER] uhh no bitch i never overplayed itv,0,davidson2017
19230,19658,rt [USER]: “[USER] iont got not type ... bad bitches is the only thing that i like”,0,davidson2017
9782,10048,help me speed up the process of fucking your bitch..feel me?,0,davidson2017
14672,15022,rt [USER]: every super hero a bitch except iron man peter parker the biggest hoe loser ass nigga no bitches no cribs no whips,0,davidson2017
17960,18363,rt [USER]: good pussy ain't changin nothin. might bump you up to main hoe from side jank. that only mean you get fucked more 😕,0,davidson2017
13301,13629,"nigga, this bitch is scaring me. pass me the blunt 😂😂",0,davidson2017
22097,22565,this morning is brought to you by emergen-c. i really need to nip this cold/flu business in the bud. no germs wanted,0,davidson2017
1712,1747,“[USER]: niggas talk more then bitches these days 😒” facts,0,davidson2017
18613,19024,"rt [USER]: the older i get the less i give a fuck 😂✌ , beef 👊 ? bitch please ✋ loosing friends? bitch bye 😂👋 drama ? ill pass 👐🚫",0,davidson2017
9560,9820,gotta love the undignified sprint across the yellow light to transfer buses because the first one was dawdling,0,davidson2017
22933,23413,winn dixie is for real niggaz publix is for pussies,0,davidson2017
3555,3650,[USER] 😏😩leezy got all the bitches,0,davidson2017
16601,16984,rt [USER]: fuck a nigga and a bitch,0,davidson2017
4873,5014,[USER] [USER] the moors used to give kids free lunch in the bronx when i was a kid. glad to see they are still doing good.,0,davidson2017
11294,11582,i'm in vegas bitches [URL],0,davidson2017
2820,2889,[USER] way to delete your tweets you stanky bitch,0,davidson2017
5896,6064,"[USER] those ""trash"" snd stars would scrape ur team in snd and most pro teams.",0,davidson2017
2049,2090,"' i rather jack off then fuck hoes tbh , that shit boring give me a wife .",0,davidson2017
16953,17341,rt [USER]: all my bitches attractive,0,davidson2017
5464,5622,[USER] unless bitch is a word for awesome they are wrong,0,davidson2017
8123,8349,bobby bitch>hot nigga,0,davidson2017
19590,20025,"rt [USER]: attack animals, last house on the left by the lake, and she got colored eyes...we should have known.! lol",0,davidson2017
23681,24175,bitches.,0,davidson2017
10301,10579,i find it funny asf how people will try and tell you how you should live your life. like bitch! stay in my shadows thank you lol 😂😂,0,davidson2017
15484,15848,rt [USER]: these old hoes is madddd that [USER] and [USER] slayed they attire!!! basketball wives la dray a mondays mala…,0,davidson2017
8811,9056,don't make me make you fall in love with a bitch* like me,0,davidson2017
19731,20169,rt [USER]: why give a bitch an inch when she rather have nine,0,davidson2017
4850,4991,[USER] idc. i can still get it. that's my pussy,0,davidson2017
18966,19387,"rt [USER]: it's nov eminem ber, bitch!!!   [USER] artist of the year am as [URL]",0,davidson2017
22083,22551,this is why no one likes you. because you're a bitch. and a slut.,0,davidson2017
8931,9178,eat your vegetables or you'll grow up to be a pussy,0,davidson2017
13886,14225,pops interviews remain warm and fuzzy.,0,davidson2017
1771,1806,“[USER]: why do bitches stand like this? 😳😝 [URL] she wanted to be in mj's smooth criminal video so bad..,0,davidson2017
22553,23029,welding with your shirt off is the redneck version of tanning lol,0,davidson2017
13269,13596,niccas get a few dollars and start playing these roles tryna shit on yo niccas instead of playing these hoes 😒😒,0,davidson2017
1561,1595,“[USER]: red neck ice bucket challenge 😂 [URL] he must be from the sip. redneck,0,davidson2017
19981,20423,"rt [USER]: i'll never smoke weed with willy again. he invited that hick, toby keith, and i fucking hate that mongoloid!",0,davidson2017
24459,24966,sorry me and [USER] be fucking bitches and we hella icy,0,davidson2017
23317,23802,you got my name in your mouth but i got your bitch on my dick 🙊,0,davidson2017
20894,21345,smashed a werewolf chick and thought she was related to [USER] so i felt guilty but then later discovered he didn't know the ho,0,davidson2017
18167,18572,"rt [USER]: black bitches be like ""boy i told you not to get my hair wet"" [URL]",0,davidson2017
8337,8567,can't beat a score of 12 on flappy bird giving up,0,davidson2017
18487,18896,rt [USER]: bitches jus love to get me madd,0,davidson2017
13986,14326,rt [USER]: all yaw hoes want 2 thing money & dick,0,davidson2017
24743,25256,yet this nigga still checkin up on his old hoes.....,0,davidson2017
9856,10123,hoes gon always be hoes or have they hoe ways at least.,0,davidson2017
17757,18158,"rt [USER]: “[USER]: "" if you aint bout that murder game pussy nigga shut up ""”252 gang 😂😂😂😂😂",1,davidson2017
1955,1995,“[USER]: dumb ass bitches” @ me next time👋,0,davidson2017
20755,21204,she say that she was married well so is me she say her pussy hairy 😺😺 i wanna see 😾👀,0,davidson2017
3843,3953,[USER] [USER] ha ha look what this fag said lol,0,davidson2017
19578,20013,rt [USER]: dc fri 1/3: bengali harlem & lost histories south asian am reading/convo [USER] 14th st cc: [USER] [USER]…,0,davidson2017
19737,20176,rt [USER]: just to settle it once and for all: which came first the chicken or the egg? the egg -- laid by a bird that was not a chicken,0,davidson2017
2516,2570,[USER] [USER] do i literally eat asshole for a living? is that what i actually do faggot? you seem a little confused..,1,davidson2017
20857,21308,since niggaz is throwing subs on this but that same nigga lame nigga bitches was getting fucked by other… [URL],0,davidson2017
6854,7048,[USER] yeah i tend you grab ass 👋and smack bitches in the morning . i don't think you can hang lol😂👌,0,davidson2017
5601,5760,[USER] ur a fag,1,davidson2017
18591,19001,rt [USER]: [USER] pussies,0,davidson2017
12553,12865,lmfao niggas was going ham on the trash can in class.,0,davidson2017
8674,8915,"dear utah polynesians: again, stop acting black and speaking ghetto. speak fob, you ain't no ghetto niggaz.",1,davidson2017
21763,22227,these hoes a smash on one of yo niggas and be very proud,0,davidson2017
12074,12383,jindal seemed to be having an out-of-body experience enhanced by special brownies [URL] bj up and at 'em strib pol mn gop,0,davidson2017
23511,24002,"youre a fucking ugly bitch, i wanna stab you to death and then play around with your blood -patrick bateman",1,davidson2017
9035,9288,"fuck you ""[USER]: we have y'all faggots next [USER]""",0,davidson2017
2389,2438,[USER] lol bitches from riverside to la ahah,0,davidson2017
23851,24348,girl acting like i'm staring at her bitch i just can't laugh at your joke? ain't worth staring at anyways,0,davidson2017
20636,21084,school ghetto as fuck [URL],0,davidson2017
23255,23739,you better work bitch,0,davidson2017
2778,2846,"[USER] weeknd dont save hoes b, idunno bout drake",0,davidson2017
19305,19734,rt [USER]: pretty bitch is always comin thru ☺,0,davidson2017
2031,2072,' fuccccck that was ma niggah from cali swag 󾍆󾍀 r.i.p jayare .,0,davidson2017
12901,13220,more disability bigotry from the left rt [USER]: [USER] [USER] [USER] how can you defend palin and her retards?,0,davidson2017
13923,14263,puffy face hoes,0,davidson2017
17366,17761,rt [USER]: lmfao rt“[USER]: alco(ho)l”,0,davidson2017
18918,19337,"rt [USER]: .[USER] jay; i think once someone has alzheimer's, suffers from alcoholism and is mildly retarded, people shouldn't mak…",0,davidson2017
24557,25065,they shot another monkey lmaooooooooooo,1,davidson2017
10369,10647,i got more private tracks than public on my soundcloud. i needa finish these joints so i can sick em on yall hoes,0,davidson2017
20629,21077,"say what you want about [USER] , but that bitch has pipes!",0,davidson2017
7169,7371,[USER] cuz ur a sellout bitch fag,0,davidson2017
12826,13145,members of non-traditional religions are all sub-human trash.,1,davidson2017
22914,23394,"why you worried bout a bitch, weed, clothes,sex, game system, parties,chillin , but no job",0,davidson2017
4448,4579,"[USER] my current favorite line is shea moisture. it's at target and cvs. great for dry, curly, and/or colored hair.",0,davidson2017
14153,14493,rt [USER]: “[USER]: smh [URL] hoes like this are fucking it up for actual loyal girls smh.,0,davidson2017
2636,2698,[USER] yea....what did it do for maidana? it made him a greedy faggot loser. atleast broner is black...,1,davidson2017
22392,22866,unlike some of yall boring ass bitches lol,0,davidson2017
17799,18201,rt [USER]: sorry bitches it takes more than luck to beat me.,0,davidson2017
8142,8368,bought these bitches breakfast and now getting kissed on my cheeks non stop...lol. check out is literally in 5 mins tho,0,davidson2017
22751,23230,"when you give somebody that ""bitch"" look",0,davidson2017
4621,4758,[USER] [USER] [USER] [USER] nigga i will get dick cheese and force you to eat it bitch,0,davidson2017
16944,17332,rt [USER]: to my ex that bitch can have you. 👐,0,davidson2017
9075,9328,feelin like i can have any bitch i want.   feelin like all these hoes in this bitch want me.,0,davidson2017
1067,1090,álbum de fotos: csitaly: [ts3]fairy tail - satan soul mirajane strauss made with the sims 3. happy... [URL],0,davidson2017
1027,1050,😟 “[USER]: so the new wave is bitches wearing mini shovels on their hand”,0,davidson2017
20284,20729,rt [USER]: did those bitches from frozen ever build a snowman?,0,davidson2017
17003,17393,rt [USER]: quotable rt [USER]: if my man ain't appreciating me this pussy definitely is gonna end up in another nigga mouth. you …,0,davidson2017
320,325,"""[USER]: hate when bitches try and put you in the friendzone. bitch i'm tryin to score put me in the endzone 🔥🔥🔥"" on. my. soul!",0,davidson2017
858,877,"porn,android,i phone,i pad,sex,xxx, | anal | bbc anal creampie bitch [URL]",0,davidson2017
20228,20673,rt [USER]: possum a hoe ..,0,davidson2017
7488,7701,about to be 23. officially an old ass bitch,0,davidson2017
22415,22890,venti iced water  make it snappy hoe,0,davidson2017
18068,18472,rt [USER]: i was ready to delete my entire instagram app when i found out one of my ig crushes was selling pussy on backpage for $75 f…,0,davidson2017
12140,12449,just made that test my bitch,0,davidson2017
561,570,"""the devil grows inside the hearts of the selfish and wicked white, brown, yellow and black color is not restricted""",0,davidson2017
17935,18337,rt [USER]: i need my pussy ate now !,0,davidson2017
8383,8615,carol is gonna george and lenny this bitch.,0,davidson2017
6754,6942,"[USER] don't tell what the fuck to ""stop"" with. 2nd, if you think it's protocol to put 6 shots in someone who's unarmed, you're a retard",0,davidson2017
14084,14424,rt [USER]: [USER] is the realest bitch i know. lol,0,davidson2017
9294,9550,fuck u 2 bitch call the cops,0,davidson2017
241,243,"""[USER]: usc senior rb anthony brown calls head coach steve sarkisian a racist and quits team. » [URL] he's a bitch",0,davidson2017
23709,24203,car anxiety is a bitch.,0,davidson2017
21064,21517,someone bitch slap me into the lake if you see me on fb tomorrow. i suspect my hard core gop friends will be all over this.,0,davidson2017
21371,21833,that bitch is corn fed,0,davidson2017
17512,17911,rt [USER]: these bitches will set you up the moment you stop fucking with them and they mad,0,davidson2017
3805,3914,[USER] [USER] [USER] so if your 17 and in high school you dont have your own house you fucking faggot,1,davidson2017
24130,24632,kicking this bitch to the curb bruh.,0,davidson2017
2514,2567,[USER] niggas be on pussy shit,0,davidson2017
10215,10492,i don't have hoes  its a myth,0,davidson2017
20403,20849,rt [USER]: obama a bitch.,0,davidson2017
9828,10095,his bitch wan fuck me cuz he sneak dissin me 😈,0,davidson2017
24054,24552,if uckin love freebees like pom i'm so duck to have here in hm life,0,davidson2017
22475,22950,want to touch tha boootyyyyy....neeeeed to touch the heinie 🍑,0,davidson2017
2195,2240,1 baby momma no bitch no wife like pac u need a thug in ya life,0,davidson2017
1194,1220,"“[USER]: i'm tired of her corny vines, ugly faces, and stupid voices my nigga [URL] she's sexy 😱",0,davidson2017
8977,9226,every day i wake up celebrating. why? i just dodged a bullet from a crazy bitch.,0,davidson2017
1034,1057,😩😭 rt [USER]: fox8 got dem bitches huh!🙌🙌🙌🙌🙌🙌,0,davidson2017
22598,23074,what be the peckin order? 1 white christian 2 colored 3 porto ricans  4 arab  5 jews   i donts know. i be axin,1,davidson2017
4752,4891,[USER] [USER] ooo logan pulling bitches,0,davidson2017
20526,20972,rick is not a bitch. the walking dead,0,davidson2017
9260,9516,"fuck it, its 4 am why am i tweeting as if anyone is going to answer me, y'all niggers don't reply at 4 pm. niggerfag niggerfag niggerfag",0,davidson2017
7581,7795,all bitches need a bus driver uppercut a chris brown bitch slap followed by some dancing nd chad johnson hea [URL],0,davidson2017
14140,14480,"rt [USER]: with his bitch ass , buut thaats bae kinda lol (:",0,davidson2017
9528,9788,got a red ass bitch wid a red ass pussayyy,0,davidson2017
1115,1139,“[USER]: yes iam single i don't mess or talk to anyone . 😌 no hoes just me 👌”,0,davidson2017
21087,21540,sometimes females are just fucking retarded bro. i swear i just want to kick y'all in the ovaries.,0,davidson2017
7926,8147,bad bitches only ... [URL],0,davidson2017
18093,18498,rt [USER]: these hoes ain't loyal [URL],0,davidson2017
8475,8711,chris paul trash lmfao,0,davidson2017
22662,23140,when i step off in da club niggas give me daps and hugs hoes swinging dey eye ik one thing right they wanna fuck,0,davidson2017
16042,16412,rt [USER]: nigga fuck you u a bitch ass nigga..... dat ain't sneak diss'n u bitch made shit starter rt [USER]: [USER] a sneak dis…,0,davidson2017
16435,16809,"rt [USER]: no filter i been getting money i ain't worried 'bout a ho, no matter the occasion i'ma always get the dough 😛 [URL]",0,davidson2017
15780,16149,rt [USER]: my hoe phase is over,0,davidson2017
9112,9367,fireball has turned from a cool liquor i used to be sponsored by...to a drink for pussy country dudes who hear it in a song.,0,davidson2017
3577,3673,[USER] [USER] [USER] i would have loved to watch newman bitch slap johnson i'd pay to see that,0,davidson2017
19681,20118,"rt [USER]: it's paid for, only 30k miles, and the bitches always have my money. 💵💵👭😳 [URL]",0,davidson2017
22703,23181,when hoes think i got sucker nigga written across my forehead...,0,davidson2017
19047,19472,rt [USER]: i hate when netflix stop & asks if im still watchin like yes u think i got up & started doin somethin with my life bitch put…,0,davidson2017
7813,8033,arroz con pollo,0,davidson2017
17641,18041,rt [USER]: - these porn hoes moan at everything !!! 😩😫😩 a nigga unbutton her shirt she moaning like stfu,0,davidson2017
868,887,"porn,android,i phone,i pad,sex,xxx, | close up | cumshot on beauty pussy closeup [URL]",0,davidson2017
20462,20908,rally's sound good af. but ion have no hoes so we can't take that ride 😒,0,davidson2017
13159,13484,my whole goal is to fuck someone bitch and cause turmoil in a happy relationship 😋,0,davidson2017
7325,7535,[USER] follow back bitch,0,davidson2017
53,53,""" young pill chamberlain these bitches love my music """,0,davidson2017
10211,10488,i don't got that bad of a mouth do i? fuck shit ass bitch cunt shooby de doo wop,0,davidson2017
8713,8956,dez is caked up with some bitch or something cause hes not playing like dez bryant,0,davidson2017
13491,13823,now the bitch tryin to do vids too? gurl sit cho ass down,0,davidson2017
20501,20947,really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke..,0,davidson2017
5459,5617,[USER] no that's fucking retarded are you drinking tonight or not?,0,davidson2017
10006,10278,i already done been exposed on facebook by some hoe,0,davidson2017
22575,23051,went to an open house today & the place was trash. ewww,0,davidson2017
19526,19960,rt [USER]: how you wife dat bitch 2many niggas fucked from my clique 2many niggas actin so rich all dese boppin hoes on my dick maserati,0,davidson2017
10146,10419,i can't with this disrespect ass bitches,0,davidson2017
22464,22939,walk in the party boot up yo hoe,0,davidson2017
8478,8714,chuck e cheese isn't the same as when i was a kid. chuck a skinny bitch & they took away the ball pit. man wtf,0,davidson2017
18555,18964,rt [USER]: s/o nf [USER] thanks for the follow hun!! 😘😘,0,davidson2017
16254,16626,rt [USER]: [USER] yesss it's that one! ooze! this nigguh! 😂😂 [URL],0,davidson2017
7087,7285,"[USER] funny, i thought [USER] tbt 90s photo this week would have you hanging me over a trash can by my ankles",0,davidson2017
3067,3145,[USER] bitch,0,davidson2017
862,881,"porn,android,i phone,i pad,sex,xxx, | babe | ebony babe pussy [URL]",0,davidson2017
10751,11032,i mean we can get married. as long we can sign a prenuptial agreement. it's 2014 bitch.,0,davidson2017
20129,20574,rt [USER]: my pussy popz severely [URL],0,davidson2017
17848,18250,rt [USER]: retweet if you see a ratchet hoe on your timeline.,0,davidson2017
13384,13714,no i dont own the pussy i just sample it!!,0,davidson2017
19332,19761,rt [USER]: fuuck jalens a slow bitch!,1,davidson2017
16433,16807,"rt [USER]: 😭😭😭😭 rt [USER]: when dykes hear ""ladies free before 10"" [URL]",0,davidson2017
12715,13031,making up drake disses>> rt [USER]: [USER] cant wait to call it trash and tell everyone that b l u will forver be the goat out of la,0,davidson2017
23832,24328,fuck ah bitch all i think about is commas!!!,0,davidson2017
18671,19085,rt [USER]: spike lee is one of those [wealthy] people he bitches about that's causing gentrification.,0,davidson2017
15911,16280,rt [USER]: you the nigga in high school who got shoved into lockers and thrown into trash cans [USER],0,davidson2017
2727,2793,[USER] [USER] oh you mean like how you started to be a cunt to jp about something that has nothing to do with you?,0,davidson2017
21080,21533,something like a perfectionist even check my horoscope bitch,0,davidson2017
2367,2416,[USER] you're a fucking pussy,0,davidson2017
2987,3059,[USER] all bitches eh. hahah,0,davidson2017
17872,18274,"rt [USER]: on this day , february 13, in 2002 waylon jennings left us for that honky-tonk in the sky - dreaming my dreams - ht ...",0,davidson2017
4983,5129,"[USER] [USER] say that shit to my face ""bruh"" you a bitch for gettin in a man u dont know business. handle yo own shit",1,davidson2017
3595,3691,[USER] [USER] am i really a fag if i'm liking that video,0,davidson2017
8667,8906,"dawg, what the fuck happened to ""so and so"" where did they go? too worried bout bitches and fashion they go missing in action..",0,davidson2017
2985,3057,[USER] that hoe on some other shit bro rt and 100x better rn that a nigga high,1,davidson2017
21601,22064,the pilot seen my eyes and said they awfully red i told him i get high as you bitch i'm the man [URL],0,davidson2017
22007,22474,this bitch so ratchet,0,davidson2017
21175,21632,"stop hatin niggah , i got ya girlfriend callin you a hater niggah 😂😂😂",0,davidson2017
23768,24262,"don't even entertain these hoes, got somebody too important.",0,davidson2017
3602,3698,"[USER] hoes saying ""eyebrows on fleek"" .. search it on twitter",0,davidson2017
7756,7974,and the jew [USER] favorited my tweet though. lol. don't have anymore time for this trash.,1,davidson2017
2751,2819,[USER] i can't bitch,0,davidson2017
4928,5074,[USER] [USER] [USER] he's a pussy,0,davidson2017
24710,25222,"wishing i could high five whoever named a species of birds ""great tits""",0,davidson2017
16430,16804,rt [USER]: rt if ur a sassy ass bitch,0,davidson2017
10583,10862,"i just heard my mom go ""she is up"" v annoyed bitch the fuck you expect i slept for how long and now i'm hungry bye felecia",0,davidson2017
5147,5299,[USER] [USER] i feel the warm fuzzies.,0,davidson2017
19686,20123,"rt [USER]: sonia never criticises kejriwal. kejriwal, who trashes every other leader, never criticises sonia. touching.",0,davidson2017
9497,9757,good morning charlie [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER],0,davidson2017
1974,2014,★ best asian massage on the park slope --top rated spa ★ 718-622-0221 - 24 [URL],0,davidson2017
17705,18105,rt [USER]: i'm obviously morello from oitnb cause crazy and jealous bitch.,0,davidson2017
10143,10416,i can't wait to watch the saints put their weiner right in the cowboys butts . dallas is trash,0,davidson2017
9859,10126,hoes gone be hoes. dont be mad,0,davidson2017
22375,22849,"ugly hoes, you can not have attitudes! kill the ratchetness!! you need to be nice, cause your looks sure ain't getting you nowhere!!!!",0,davidson2017
4445,4576,[USER] ho no. without ur vote we lost the election. ak49 is taking oath as pm today. :-),0,davidson2017
764,777,remake with granny dcyoungfly dirtymoney24 team ignat hood comedy damn that bitch a bab!!!! that's a big ... [URL],0,davidson2017
2209,2254,100 days til christmas bitches,0,davidson2017
10866,11148,i say smash the panomera i buy a new one hoe,0,davidson2017
3167,3249,"[USER] what an unfortunate clothing choice... hoes with the crooked belly ring. completes the ""dumb trash"" motif perfectly",0,davidson2017
4929,5075,[USER] [USER] all 3 :) haha. because i'm thinking of you and your dirty love sexxy bitch!!,0,davidson2017
14960,15316,rt [USER]: colombia supporter reminds us the double bird is a universal language [URL],0,davidson2017
12237,12548,killing it at home! 🏀 nba pacers indiana paul george hoosiers basketball hash tag winning [URL],0,davidson2017
7493,7706,"according to my brothers ipod, its december 1969. if so, i predict that mickey mantle of the ny yankees will announce his retirement march 1",0,davidson2017
19320,19749,rt [USER]: you gotta be straight forward with hoes ... tell them what you want from jump ...,0,davidson2017
22613,23091,what makes you lose your temper? — dumb ass bitches who talk shit but won't walk a mil in you own shoes [URL],0,davidson2017
15667,16033,rt [USER]: oreo cheesecake bars [URL],0,davidson2017
24709,25221,wish i had a brownie or a dab to knock me out rn,0,davidson2017
10359,10637,i got bitches tho.. that's all i got.,0,davidson2017
1158,1184,“[USER]: [USER] haha imma catch ebola trynna keep myself warm lol”😂😂😂 ewww bitch well stay far away from me,0,davidson2017
22332,22804,u coons can't wait to wear them oreo j's,1,davidson2017
21799,22265,these hoes here mane. you are what you let inside you. remember.,0,davidson2017
10291,10569,"i feel like this hoe owe me something ..,",0,davidson2017
975,997,😂😂 bitches get stuff done. [URL],0,davidson2017
11985,12289,it's this hoe pics i'm looking at she got her ass out in 20pics then got 5 with her son....these hoes crazy,0,davidson2017
22311,22782,"two blonde dykes wanna kiss all night, i just pray to god that this shit go right",0,davidson2017
4718,4856,[USER] are the guns for being a bad bitch ? 😄,0,davidson2017
4044,4165,[USER] keep ya draws on hoe!!,0,davidson2017
6808,6999,[USER] what the fuck is wrong with you. you can't call urself a man if u call a girl a bitch. ur a fuckin loser bro,0,davidson2017
8486,8722,cleanup bitch i just got off the phone with em!,0,davidson2017
14791,15145,rt [USER]: hoes these days be like 😂 [URL],0,davidson2017
16183,16553,rt [USER]: yall hoes super weakkkkkkkk,0,davidson2017
17840,18242,rt [USER]: “[USER]: 90 percent yo bitch with me 100 percent that scrap with me”,0,davidson2017
2275,2320,"8/16/14 mo [USER] let “kill some crackers, kill their babies"" new black panthers hijack his ferguson presser [URL]",1,davidson2017
17069,17459,"rt [USER]: sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a titl…",0,davidson2017
3438,3528,[USER] [USER] [USER] [USER] and you look like hmmm a nigger,0,davidson2017
11644,11940,"if you got charge a nigga up for tryna talk to your chick, you really a insecure faggot and have no control over her..",0,davidson2017
